dt,main.aqi,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3
1771218000,5,870.29,0.68,6.04,129.42,10.69,196.14,221.15,4.11
1771221600,5,898.9,0.43,4.85,164.94,14.47,214.46,240.32,4.35
1771225200,5,829.09,0.3,4.05,197.55,21.88,216.37,240.96,3.8
1771228800,5,762.68,0.22,3.32,211.88,21.98,210.0,233.45,3.76
1771232400,5,714.93,0.19,3.28,219.68,21.27,203.45,226.03,3.88
1771236000,5,685.92,0.16,3.82,221.28,19.82,198.35,220.35,4.11
1771239600,5,677.91,0.11,4.97,215.19,18.35,195.27,217.22,4.68
1771243200,5,682.45,0.02,6.09,206.4,17.78,194.06,216.34,5.26
1771246800,5,691.75,0.0,5.91,197.3,17.61,195.45,218.52,5.46
1771250400,5,707.98,0.0,5.77,188.14,17.33,196.75,221.08,5.77
1771254000,5,729.96,0.0,5.76,178.85,16.95,197.71,223.26,6.03
1771257600,5,745.38,0.0,5.81,169.85,16.61,196.47,222.74,6.11
1771261200,5,766.49,0.0,6.01,161.24,16.19,195.15,221.99,6.22
1771264800,5,792.42,0.0,6.16,151.9,15.32,193.49,220.56,6.09
1771268400,5,816.96,0.0,6.17,142.13,14.14,191.73,218.91,5.76
1771272000,5,851.24,0.0,6.28,133.06,13.27,192.29,220.1,5.65
1771275600,5,895.51,0.0,6.62,123.3,12.56,193.36,222.34,5.78
1771279200,5,954.71,0.0,7.41,111.04,11.77,194.83,225.56,5.88
1771282800,5,1033.6,0.0,8.74,97.64,10.85,197.16,230.25,5.63
1771286400,5,1117.54,0.0,10.57,85.49,10.86,198.4,233.91,5.24
1771290000,5,1185.41,0.0,13.07,77.15,13.43,195.77,233.33,4.97
1771293600,5,1257.13,0.34,15.85,70.86,16.71,195.4,234.95,5.35
1771297200,5,1287.0,1.55,15.89,79.15,22.86,198.26,237.92,5.72
1771300800,5,1094.44,1.38,13.91,119.98,41.31,196.45,229.55,4.63
1771304400,5,1001.24,1.02,11.5,162.56,48.57,204.34,234.58,4.3
1771308000,5,960.26,0.64,8.57,205.36,51.67,219.91,248.98,4.52
1771311600,5,820.5,0.33,4.96,229.66,48.08,208.68,234.45,4.4
1771315200,5,686.06,0.22,3.45,235.78,43.29,185.82,208.67,4.35
1771318800,5,611.18,0.17,3.15,235.82,38.56,167.84,189.04,4.76
1771322400,5,575.74,0.15,3.54,234.46,34.65,157.55,177.86,4.92
1771326000,5,565.8,0.1,4.54,227.77,31.07,152.18,172.09,4.96
1771329600,5,566.2,0.02,5.56,217.64,28.25,147.57,167.41,5.18
1771333200,5,576.17,0.0,5.53,205.42,25.69,142.77,162.97,5.66
1771336800,5,597.68,0.0,5.85,191.88,23.33,138.27,159.51,6.35
1771340400,5,628.26,0.0,6.38,177.58,21.47,133.75,156.32,7.12
1771344000,5,664.82,0.0,7.02,162.47,19.95,130.38,154.46,7.71
1771347600,5,724.89,0.0,7.91,148.06,18.99,132.06,158.01,8.1
1771351200,5,795.07,0.0,8.74,134.33,18.91,137.49,164.96,8.16
1771354800,5,858.29,0.0,9.2,123.41,19.51,146.53,175.02,7.92
1771358400,5,913.14,0.0,9.23,115.56,19.49,158.03,187.29,7.47
1771362000,5,955.53,0.0,8.9,109.51,18.8,168.98,198.68,6.74
1771365600,5,986.32,0.0,8.53,102.99,17.49,177.35,207.26,5.89
1771369200,5,1028.46,0.0,8.65,95.46,15.8,184.38,214.83,5.41
1771372800,5,1079.6,0.0,9.3,87.14,14.34,190.7,221.71,5.04
1771376400,5,1135.87,0.0,10.63,78.32,13.67,194.54,226.34,5.02
1771380000,5,1211.19,0.24,13.06,70.95,13.89,198.71,232.28,5.8
1771383600,5,1277.01,1.29,13.84,75.98,16.27,205.85,240.82,6.75
1771387200,5,1161.67,1.4,12.9,111.28,30.57,207.37,239.47,6.74
1771390800,5,1147.97,1.04,11.29,153.31,36.04,224.39,256.3,7.23
1771394400,5,1136.72,0.61,8.49,202.59,40.09,249.49,281.08,7.64
1771398000,5,1093.77,0.37,6.07,241.38,41.12,264.36,294.76,8.03
1771401600,5,1043.09,0.25,4.86,261.47,39.71,270.74,299.52,7.98
1771405200,5,993.72,0.2,4.74,270.73,38.85,269.3,296.58,7.8
1771408800,5,953.6,0.16,5.31,272.69,38.22,264.27,290.41,7.65
1771412400,5,932.73,0.09,6.37,266.56,36.83,259.28,284.67,7.59
1771416000,5,922.94,0.01,6.89,255.86,34.94,254.78,279.74,7.47
1771419600,5,912.86,0.0,5.72,242.45,30.83,250.97,275.73,6.32
1771423200,5,910.56,0.0,4.94,230.28,26.52,247.49,272.44,5.48
1771426800,5,899.93,0.0,4.43,218.03,22.58,241.83,266.6,4.79
1771430400,5,880.81,0.0,4.09,206.22,19.06,234.23,258.43,4.27
1771434000,5,867.91,0.0,3.88,196.65,16.41,229.05,252.64,3.91
1771437600,5,852.34,0.0,3.55,187.91,14.37,224.54,247.03,3.56
1771441200,5,831.74,0.0,3.2,179.1,12.91,218.33,239.63,3.41
1771444800,5,822.85,0.0,2.97,172.13,11.81,214.52,235.07,3.36
1771448400,5,822.44,0.0,2.86,165.51,10.85,212.48,232.68,3.42
1771452000,5,837.84,0.0,2.95,157.57,9.99,211.73,232.17,3.65
1771455600,5,869.45,0.0,3.3,146.88,9.35,212.19,233.65,4.17
1771459200,5,915.61,0.0,3.94,134.12,8.96,213.63,236.77,4.83
1771462800,5,981.18,0.0,5.3,119.73,9.07,214.57,240.58,5.74
1771466400,5,1062.97,0.07,7.71,107.04,9.74,216.0,245.69,7.02
1771470000,5,1147.44,0.43,9.8,103.24,11.44,219.28,252.27,8.64
1771473600,5,1107.84,0.65,9.86,123.25,19.65,218.57,249.78,8.39
1771477200,5,1117.73,0.7,9.01,151.73,24.23,229.58,261.24,8.95
1771480800,5,1133.72,0.52,7.25,191.1,28.09,249.64,281.82,9.43
1771484400,5,1040.65,0.31,5.36,220.66,28.46,248.73,278.55,9.23
1771488000,5,1008.58,0.2,4.8,234.53,27.46,252.11,280.95,9.43
1771491600,5,998.57,0.14,5.15,241.59,27.66,255.9,284.3,9.62
1771495200,5,1005.18,0.09,5.97,241.02,26.92,258.56,286.82,9.69
1771498800,5,1020.87,0.04,6.8,233.55,24.22,261.04,289.27,9.21
1771502400,5,1032.07,0.01,6.75,225.92,21.81,263.57,291.33,8.18
1771506000,5,1014.89,0.0,5.32,221.08,20.58,262.57,289.08,6.71
1771509600,5,985.6,0.0,4.28,216.79,19.86,258.85,284.27,5.49
1771513200,5,947.47,0.0,3.59,212.08,18.76,253.85,278.0,4.28
1771516800,5,900.6,0.0,3.12,206.27,17.32,245.12,267.78,3.56
1771520400,5,862.1,0.0,2.82,200.99,15.65,237.43,258.81,3.14
1771524000,5,824.49,0.0,2.5,195.54,13.89,230.13,249.98,2.76
1771527600,5,789.76,0.0,2.22,189.59,12.21,224.15,242.6,2.36
1771531200,5,767.47,0.0,2.05,183.75,10.71,220.11,237.66,2.2
1771534800,5,754.69,0.0,1.99,177.75,9.38,218.26,235.26,2.04
1771538400,5,752.84,0.0,2.04,170.37,8.13,217.24,234.03,2.11
1771542000,5,765.76,0.0,2.24,160.15,6.88,217.32,234.3,2.41
1771545600,5,788.5,0.0,2.6,148.33,5.91,218.51,235.99,2.74
1771549200,5,825.04,0.0,3.45,135.87,5.5,220.21,239.12,3.31
1771552800,5,869.58,0.03,4.94,125.98,5.67,221.85,242.72,4.06
1771556400,5,901.19,0.21,6.03,124.8,6.57,223.64,246.09,4.51
1771560000,5,896.19,0.37,6.09,141.08,9.04,225.08,248.38,3.97
1771563600,5,913.22,0.43,5.94,160.03,11.4,229.33,254.01,4.33
1771567200,5,946.88,0.38,5.48,186.58,14.1,242.79,268.97,4.76
1771570800,5,976.8,0.3,4.97,216.39,16.1,263.21,290.53,4.76
1771574400,5,967.57,0.24,4.53,234.75,16.09,276.45,303.76,4.55
1771578000,5,952.24,0.19,4.61,246.45,15.88,285.07,312.04,4.09
1771581600,5,936.72,0.14,5.2,250.33,15.39,288.07,314.53,3.95
1771585200,5,922.86,0.07,6.27,242.35,14.25,285.84,311.72,4.13
1771588800,5,910.62,0.01,6.89,230.12,12.85,281.95,307.33,4.09
1771592400,5,897.05,0.0,6.0,219.07,11.27,277.36,302.48,3.81
1771596000,5,884.24,0.0,5.07,212.07,9.65,274.83,299.83,3.11
1771599600,5,862.84,0.0,4.21,206.11,8.09,270.18,294.39,2.43
1771603200,5,827.63,0.0,3.52,199.05,6.76,260.63,283.26,2.0
1771606800,5,797.41,0.0,3.09,193.6,5.89,253.66,274.86,1.55
1771610400,5,764.07,0.0,2.65,189.37,5.26,246.82,266.33,1.18
1771614000,5,717.59,0.0,2.08,188.89,5.07,237.69,255.41,0.79
1771617600,5,685.07,0.0,1.74,186.52,4.68,230.82,247.45,0.72
1771621200,5,672.72,0.0,1.62,180.78,4.31,226.41,242.54,0.83
1771624800,5,678.14,0.0,1.69,172.23,4.24,223.78,239.89,0.99
1771628400,5,698.51,0.0,1.94,161.01,4.43,223.35,239.8,1.23
1771632000,5,730.0,0.0,2.36,148.49,4.78,224.1,241.09,1.57
1771635600,5,771.92,0.0,3.08,134.97,5.52,224.89,243.04,2.1
1771639200,5,826.21,0.02,4.4,123.15,7.26,226.52,246.2,2.72
1771642800,5,880.2,0.22,5.76,116.8,11.48,227.97,249.26,3.23
1771646400,5,918.71,0.48,6.62,125.51,22.44,229.3,251.84,2.94
1771650000,5,975.25,0.56,6.82,140.62,28.6,237.42,261.46,3.61
1771653600,5,1029.94,0.45,6.14,167.5,32.13,253.63,279.19,4.59
1771657200,5,1005.83,0.31,4.94,196.58,35.64,259.66,284.87,4.91
1771660800,5,947.37,0.23,4.09,210.95,33.36,259.06,282.97,4.63
1771664400,5,902.23,0.18,3.96,218.75,30.72,255.94,278.75,4.72
1771668000,5,873.69,0.13,4.38,220.85,28.68,252.23,274.31,4.92
1771671600,5,859.3,0.07,5.28,215.26,26.86,247.32,268.92,5.38
1771675200,5,856.62,0.01,5.87,206.56,25.44,244.24,265.79,5.67
1771678800,5,854.78,0.0,5.31,195.58,23.25,242.2,263.98,5.2
1771682400,5,858.24,0.0,4.85,186.02,20.96,241.61,263.98,4.8
1771686000,5,861.94,0.0,4.52,176.88,18.79,241.48,264.46,4.49
1771689600,5,858.04,0.0,4.14,168.29,16.37,240.38,263.59,3.92
1771693200,5,855.24,0.0,3.66,163.94,13.85,242.2,265.15,3.03
1771696800,5,846.29,0.0,3.01,161.95,11.57,244.47,266.26,2.26
1771700400,5,829.43,0.0,2.36,161.12,9.79,246.37,266.58,1.74
1771704000,5,814.58,0.0,1.93,159.91,8.43,248.03,266.92,1.41
1771707600,5,800.69,0.0,1.67,157.54,7.52,248.41,266.33,1.19
1771711200,5,781.72,0.0,1.45,158.33,8.71,246.57,263.85,0.83
1771714800,5,784.65,0.0,1.53,153.22,8.38,244.88,261.8,0.91
1771718400,5,797.3,0.0,1.76,145.96,8.43,242.23,259.13,1.1
1771894800,5,358.74,0.0,1.35,88.9,1.67,101.11,110.83,0.61
1771898400,5,371.16,0.01,2.07,83.85,2.45,96.45,106.3,0.86
1771902000,5,383.01,0.04,2.75,81.31,3.46,93.76,103.69,1.06
1771905600,5,396.04,0.03,3.44,79.88,4.26,92.23,102.54,1.49
1771909200,5,420.97,0.09,4.36,78.14,5.13,93.32,104.9,2.47
1771912800,5,444.84,0.15,5.17,78.85,6.27,94.66,107.18,3.39
1771916400,5,469.56,0.16,5.93,83.08,7.24,96.64,109.97,4.24
1771920000,5,488.6,0.11,6.54,86.01,7.63,99.3,113.24,4.9
1771923600,5,502.2,0.07,7.05,87.4,8.0,101.75,116.0,5.44
1771927200,5,513.08,0.13,7.42,88.57,8.19,104.25,118.85,5.93
1771930800,5,520.21,0.13,7.89,88.73,7.93,106.27,121.14,6.22
1771934400,5,521.57,0.03,8.22,87.19,7.26,106.79,121.66,6.24
1771938000,5,517.65,0.0,7.63,84.94,6.09,106.61,121.42,5.46
1771941600,5,512.55,0.0,6.71,83.18,4.96,106.25,120.96,4.4
1771945200,5,499.27,0.0,5.62,81.75,4.0,104.83,118.96,3.46
1771948800,5,480.79,0.0,4.64,79.89,3.2,101.59,114.8,2.77
1771952400,5,467.29,0.0,3.99,78.33,2.58,98.92,111.41,2.38
1771956000,5,454.25,0.0,3.43,76.55,2.03,96.86,108.32,2.01
1771959600,5,446.93,0.0,3.01,74.0,1.62,95.26,105.38,1.81
1771963200,5,447.7,0.0,2.81,71.02,1.39,94.25,103.69,1.79
1771966800,5,455.58,0.0,2.76,68.05,1.33,94.08,103.24,1.79
1771970400,5,479.69,0.0,2.98,64.26,1.37,94.99,104.2,1.94
1771974000,5,523.54,0.0,3.5,59.03,1.42,98.25,107.63,2.06
1771977600,5,577.46,0.0,4.24,53.52,1.57,103.2,112.95,2.1
1771981200,5,642.21,0.0,5.44,48.33,2.06,107.39,118.64,2.51
1771984800,5,709.9,0.14,6.99,45.06,2.87,112.71,126.5,2.84
1771988400,5,766.21,0.71,7.64,48.15,4.07,119.5,135.36,3.2
1771992000,5,727.5,0.69,6.82,70.62,9.94,124.99,139.83,2.26
1771995600,5,748.69,0.71,6.77,89.59,14.78,136.36,152.14,2.22
1771999200,5,781.66,0.62,6.33,114.42,19.8,153.9,170.74,2.41
1772002800,5,762.46,0.42,5.46,144.55,23.96,165.8,182.17,2.33
1772006400,5,735.55,0.3,4.84,162.22,26.37,171.53,187.31,2.2
1772010000,5,720.68,0.23,4.76,172.24,27.52,175.16,190.61,2.19
1772013600,5,725.55,0.17,5.34,176.26,27.26,179.89,195.48,2.03
1772017200,5,737.84,0.09,6.25,173.96,24.83,181.73,197.56,2.23
1772020800,5,742.39,0.01,6.58,168.54,21.77,180.08,195.64,2.4
1772024400,5,734.45,0.0,5.59,162.01,18.64,178.43,193.52,2.07
1772028000,5,716.09,0.0,4.52,155.69,15.59,175.32,189.71,1.58
1772031600,5,684.71,0.0,3.53,149.8,12.84,169.6,182.86,1.04
1772035200,5,632.9,0.0,2.69,144.34,10.43,159.65,171.73,0.34
1772038800,5,603.45,0.0,2.42,137.84,7.88,152.85,164.89,0.25
1772042400,5,584.56,0.0,2.26,130.86,5.95,147.29,159.35,0.39
1772046000,5,571.22,0.0,2.24,124.53,4.86,141.13,153.2,0.84
1772049600,5,572.19,0.0,2.4,117.64,4.14,136.8,149.31,1.54
1772053200,5,588.84,0.0,2.76,110.41,3.87,134.1,147.37,2.4
1772056800,5,622.62,0.0,3.34,101.67,4.0,133.55,147.92,3.19
1772060400,5,669.18,0.0,4.03,93.51,4.35,135.22,150.98,3.63
1772064000,5,721.41,0.0,4.85,85.94,5.1,138.08,155.41,3.89
1772067600,5,783.81,0.0,6.11,79.03,6.66,141.71,161.06,4.3
1772071200,5,832.87,0.12,7.73,74.14,8.96,142.33,163.41,4.78
1772074800,5,842.29,0.63,8.04,78.87,13.57,141.48,162.91,4.78
1772078400,5,773.51,0.74,7.07,103.26,26.14,140.75,160.42,3.62
1772082000,5,776.85,0.62,6.01,128.16,29.45,150.06,170.3,4.01
1772085600,5,788.64,0.43,4.81,156.45,31.73,166.68,187.78,4.62
1772089200,5,751.58,0.29,3.71,179.7,30.52,173.21,193.71,5.08
1772092800,5,723.12,0.22,3.25,192.67,28.58,178.98,198.72,4.96
1772096400,5,702.23,0.18,3.26,199.53,27.0,182.03,201.15,4.88
1772100000,5,692.04,0.15,3.76,200.05,25.13,182.85,201.57,4.76
1772103600,5,690.75,0.09,4.54,192.13,22.56,182.66,201.11,4.26
1772107200,5,681.72,0.02,4.76,181.98,19.72,179.07,196.91,3.56
1772110800,5,654.8,0.0,3.82,171.84,17.01,171.23,188.06,2.76
1772114400,5,627.33,0.0,3.16,162.61,14.49,163.83,179.99,2.11
1772118000,5,587.91,0.0,2.6,154.33,12.32,153.08,168.24,1.73
1772121600,5,537.26,0.0,2.15,145.97,10.16,139.85,153.64,1.43
1772125200,5,492.52,0.0,1.84,137.87,8.07,129.21,141.77,1.09
1772128800,5,451.15,0.0,1.53,130.47,6.22,119.7,130.95,0.79
1772132400,5,410.07,0.0,1.21,122.96,4.82,109.66,119.65,0.54
1772136000,5,376.87,0.0,0.98,115.77,3.68,100.81,109.93,0.4
1772139600,5,351.12,0.0,0.82,108.86,2.81,93.33,101.87,0.28
1772143200,5,331.3,0.0,0.75,103.61,2.35,86.65,94.71,0.22
1772146800,5,326.13,0.0,0.86,97.75,1.98,82.65,90.57,0.36
1772150400,5,331.36,0.0,1.1,92.22,1.83,80.36,88.43,0.54
1772154000,5,347.22,0.0,1.65,87.27,2.04,79.39,88.06,0.83
1772157600,5,369.77,0.03,2.56,84.24,2.55,79.61,89.39,1.17
1772161200,5,392.01,0.18,3.22,83.72,3.31,80.6,91.28,1.51
1772164800,5,402.18,0.33,3.3,94.19,5.21,81.58,92.86,1.86
1772168400,5,417.35,0.37,3.1,106.28,6.67,85.74,97.87,2.26
1772172000,5,430.95,0.3,2.61,119.99,7.49,94.32,107.0,2.46
1772175600,5,449.05,0.23,2.2,133.59,8.07,106.46,119.63,2.69
1772179200,5,461.27,0.2,2.16,142.95,8.19,116.89,130.36,2.76
1772182800,5,464.77,0.18,2.38,148.28,8.02,122.9,136.46,2.82
1772186400,5,467.42,0.16,2.87,150.05,7.66,125.62,139.25,2.9
1772190000,5,459.38,0.11,3.47,145.03,6.71,123.13,136.48,2.74
1772193600,5,441.95,0.02,3.66,137.24,5.45,118.32,131.02,2.05
1772197200,5,419.49,0.0,3.04,129.26,4.24,113.72,125.88,1.24
1772200800,5,401.02,0.0,2.6,122.12,3.22,109.72,121.69,0.81
1772204400,5,379.44,0.0,2.13,116.4,2.39,105.63,117.2,0.38
1772208000,5,351.14,0.0,1.64,112.63,1.81,101.11,112.07,0.02
1772211600,5,329.99,0.0,1.3,110.68,1.44,98.12,108.5,0.0
1772215200,5,312.02,0.0,1.02,109.37,1.15,96.05,105.9,0.0
1772218800,5,300.11,0.0,0.78,108.88,1.0,94.56,104.25,0.0
1772222400,5,298.43,0.0,0.72,108.0,1.03,93.85,103.79,0.0
1772226000,5,305.78,0.0,0.79,106.9,1.3,93.8,104.42,0.0
1772229600,5,321.99,0.0,1.02,104.38,1.57,94.89,106.45,0.15
1772233200,5,345.1,0.0,1.36,99.99,1.69,96.68,109.14,0.52
1772236800,5,370.56,0.0,1.73,95.44,1.81,98.72,111.75,0.79
1772240400,5,395.07,0.0,2.22,91.28,2.07,100.2,114.0,1.04
1772244000,5,416.88,0.04,2.89,88.72,2.49,101.33,116.12,1.28
1772247600,5,428.57,0.23,3.0,90.39,3.07,102.02,117.4,1.45
1772251200,5,419.69,0.29,2.46,100.19,3.95,102.31,117.44,1.58
1772254800,5,410.2,0.23,1.88,110.21,4.25,104.67,119.61,1.88
1772258400,5,398.56,0.17,1.47,118.49,4.14,108.06,122.77,2.18
1772262000,5,387.02,0.14,1.31,124.6,3.97,110.94,125.45,2.32
1772265600,5,370.69,0.13,1.27,125.78,3.48,111.05,125.36,2.12
1772269200,5,350.83,0.12,1.29,123.81,2.87,108.92,122.85,1.73
1772272800,5,333.03,0.1,1.39,121.04,2.33,106.09,119.61,1.25
1772276400,5,315.6,0.06,1.57,116.9,1.85,102.48,115.38,0.76
1772280000,5,296.22,0.01,1.56,112.7,1.48,98.75,110.92,0.27
1772283600,5,281.12,0.0,1.23,110.09,1.28,95.99,107.57,0.0
1772287200,5,274.77,0.0,1.03,108.39,1.23,95.12,106.43,0.0
1772290800,5,272.46,0.0,0.87,107.35,1.22,95.07,106.36,0.0
1772294400,5,270.9,0.0,0.75,106.22,1.2,95.45,106.85,0.0
1772298000,5,271.07,0.0,0.68,105.41,1.14,96.57,108.15,0.0
1772301600,5,271.42,0.0,0.63,104.42,1.04,97.69,109.12,0.0
1772305200,5,272.16,0.0,0.6,104.41,1.11,98.17,109.65,0.0
1772308800,5,276.41,0.0,0.64,104.62,1.33,99.09,110.99,0.0
1772312400,5,283.37,0.0,0.75,104.49,1.59,100.32,112.86,0.0
1772316000,5,291.07,0.0,0.87,105.5,1.88,101.33,114.08,0.0
1772319600,5,296.58,0.0,0.96,105.43,2.03,102.34,115.08,0.0
1772323200,5,299.39,0.0,1.01,104.93,2.07,103.18,115.7,0.0
1772413200,5,290.64,0.0,1.72,92.92,2.09,94.66,114.22,1.71
1772416800,5,325.32,0.02,3.08,88.11,2.51,96.66,116.77,3.46
1772420400,5,369.88,0.18,4.48,83.71,3.24,100.36,121.14,5.5
1772424000,5,408.89,0.45,5.0,84.28,4.24,105.29,126.53,7.17
1772427600,5,425.03,0.49,4.48,93.29,5.15,111.24,132.42,7.38
1772431200,5,426.7,0.35,3.41,108.66,6.18,120.07,140.66,6.79
1772434800,5,432.95,0.25,2.73,126.49,7.34,132.09,152.63,6.64
1772438400,5,443.31,0.21,2.68,139.51,7.8,140.16,161.0,8.0
1772442000,5,447.29,0.18,2.95,147.02,8.19,146.01,167.02,8.89
1772445600,5,453.09,0.16,3.61,150.07,8.5,148.61,169.81,9.92
1772449200,5,463.86,0.1,4.81,145.39,8.43,148.91,170.4,10.89
1772452800,5,477.81,0.02,5.96,136.07,7.87,148.21,170.06,11.04
1772456400,5,492.41,0.0,6.08,126.2,6.87,147.02,169.48,9.64
1772460000,5,503.48,0.0,5.67,118.86,5.86,147.11,170.1,8.24
1772463600,5,500.25,0.0,4.92,113.43,4.81,146.59,169.35,6.82
1772467200,5,476.18,0.0,3.95,109.11,3.93,143.02,164.79,5.39
1772470800,5,457.31,0.0,3.33,105.31,3.24,139.67,160.78,4.45
1772474400,5,451.49,0.0,3.01,100.78,2.67,136.89,157.43,4.15
1772478000,5,466.3,0.0,3.11,95.02,2.34,134.42,154.24,4.75
1772481600,5,498.53,0.0,3.53,89.26,2.31,134.85,154.65,5.66
1772485200,5,544.23,0.0,4.14,84.34,2.82,137.87,158.86,6.71
1772488800,5,605.7,0.0,5.07,79.18,3.87,141.03,163.39,8.23
1772492400,5,671.81,0.0,6.26,73.45,5.02,143.29,166.94,9.84
1772496000,5,731.53,0.0,7.56,68.44,6.85,144.07,169.14,12.11
1772499600,5,786.86,0.0,9.44,63.8,10.02,143.74,170.86,14.74
1772503200,5,833.21,0.32,11.75,62.09,14.72,142.46,172.09,16.4
1772506800,5,861.7,1.26,12.41,71.96,21.16,143.51,175.15,17.66
1772510400,5,876.98,1.46,11.76,98.8,27.96,152.87,185.93,19.02
1772514000,5,889.92,0.97,9.46,138.76,30.23,175.57,209.46,20.29
1772517600,5,899.27,0.51,6.53,182.31,31.59,206.75,241.22,21.39
1772521200,5,901.52,0.31,4.85,217.89,33.15,233.08,268.03,22.29
1772524800,5,877.1,0.24,4.2,237.14,33.01,245.0,279.62,22.18
1772528400,5,841.79,0.2,4.1,242.44,30.92,245.26,279.13,21.03
1772532000,5,791.58,0.17,4.33,235.94,26.95,235.99,269.02,17.65
1772535600,5,725.87,0.1,4.67,217.35,21.24,218.59,249.62,12.79
1772539200,5,642.7,0.02,4.41,193.08,16.44,196.85,225.42,8.34
1772542800,5,553.75,0.0,3.13,169.49,12.72,174.55,201.14,5.5
1772546400,5,496.62,0.0,2.53,150.43,9.31,159.23,185.0,4.38
1772550000,5,444.24,0.0,2.15,134.66,6.78,144.16,169.29,3.85
1772553600,5,394.84,0.0,1.89,121.02,4.88,130.49,154.92,3.28
1772557200,5,360.73,0.0,1.75,111.36,3.65,120.77,144.69,2.96
1772560800,5,336.53,0.0,1.61,104.75,2.77,113.57,136.81,2.89
1772564400,5,325.39,0.0,1.57,98.88,2.14,108.76,131.07,3.2
1772568000,5,329.69,0.0,1.71,93.56,1.72,107.08,128.61,3.77
1772571600,5,346.53,0.0,1.97,88.9,1.52,108.02,129.25,4.37
1772575200,5,378.43,0.0,2.35,84.16,1.48,111.19,132.54,5.06
1772578800,5,416.33,0.0,2.84,79.24,1.51,114.96,136.84,5.77
1772582400,5,455.48,0.0,3.52,74.14,1.68,117.66,140.2,6.65
1772586000,5,504.51,0.0,4.78,69.49,2.33,120.28,144.21,8.08
1772589600,5,558.92,0.17,6.48,66.63,3.54,122.41,148.88,10.55
1772593200,5,606.54,0.84,7.17,70.0,5.28,125.38,153.9,13.23
1772596800,5,610.69,1.01,6.76,89.4,8.72,128.18,157.99,14.76
1772600400,5,611.59,0.65,5.48,114.28,10.98,138.93,169.13,15.59
1772604000,5,610.25,0.33,3.74,140.37,12.22,157.04,187.38,16.05
1772607600,5,612.6,0.21,2.85,159.87,13.08,174.16,204.46,16.44
1772611200,5,600.9,0.18,2.64,168.99,12.94,181.99,211.82,16.37
1772614800,5,573.88,0.16,2.71,171.36,12.04,181.23,210.29,15.82
1772618400,5,543.89,0.14,3.04,166.48,10.66,175.64,203.9,14.4
1772622000,5,506.6,0.09,3.52,154.32,8.68,165.43,192.49,11.26
1772625600,5,459.8,0.02,3.57,140.34,6.8,152.28,177.81,7.64
1772629200,5,414.86,0.0,2.88,128.02,5.27,139.32,163.46,5.19
1772632800,5,387.93,0.0,2.59,117.58,4.07,129.87,153.29,4.34
1772636400,5,365.48,0.0,2.36,109.75,3.32,122.6,145.33,3.82
1772640000,5,343.42,0.0,2.15,103.41,2.84,115.66,137.71,3.54
1772643600,5,327.69,0.0,2.03,98.95,2.52,110.91,132.43,3.41
1772647200,5,313.06,0.0,1.84,96.36,2.22,107.79,128.62,3.3
1772650800,5,299.47,0.0,1.55,95.28,2.04,105.68,125.81,3.02
1772654400,5,289.35,0.0,1.33,94.74,1.92,104.03,123.38,2.85
1772658000,5,281.53,0.0,1.19,94.43,1.84,102.87,121.56,2.74
1772661600,5,281.29,0.0,1.18,93.21,1.76,101.94,119.8,3.18
1772665200,5,289.54,0.0,1.32,90.91,1.7,100.82,117.6,4.09
1772668800,5,303.59,0.0,1.6,88.38,1.76,99.91,115.97,5.16
1772672400,5,326.94,0.0,2.22,85.12,2.12,100.53,117.08,6.37
1772676000,5,353.61,0.02,3.13,81.87,2.49,101.48,119.83,7.08
1772679600,5,373.89,0.18,3.52,81.41,2.67,101.49,121.59,7.0
1772683200,5,347.05,0.25,2.59,91.68,2.86,100.09,121.33,5.34
1772686800,5,357.13,0.26,2.35,100.51,3.38,103.12,125.34,7.0
1772690400,5,374.79,0.22,2.1,111.44,3.94,109.87,132.78,9.16
1772694000,5,396.3,0.19,1.99,124.33,4.55,120.08,143.85,11.34
1772697600,5,404.99,0.17,2.04,132.97,4.77,126.95,151.23,12.79
1772701200,5,404.42,0.16,2.24,136.86,4.78,129.25,153.75,13.58
1772704800,5,398.37,0.15,2.67,136.52,4.68,128.27,152.92,13.66
1772708400,5,376.81,0.09,3.21,128.61,4.2,121.6,146.0,11.69
1772712000,5,336.28,0.02,3.22,118.32,3.53,109.93,133.88,8.02
1772715600,5,293.28,0.0,2.52,110.3,2.99,97.94,121.73,4.72
1772719200,5,272.93,0.0,2.28,105.24,2.71,90.48,114.71,3.58
1772722800,5,258.07,0.0,2.07,102.31,2.52,85.36,110.07,2.81
1772726400,5,243.17,0.0,1.82,100.51,2.34,80.35,105.42,2.37
1772730000,5,229.43,0.0,1.61,98.88,2.14,76.27,101.54,2.14
1772733600,4,216.03,0.0,1.37,97.38,1.88,73.16,98.38,1.92
1772737200,4,202.77,0.0,1.1,96.54,1.71,70.3,95.37,1.68
1772740800,4,195.6,0.0,0.97,95.38,1.62,68.29,92.95,1.74
1772744400,4,191.85,0.0,0.91,94.48,1.6,67.03,91.33,1.87
1772748000,4,190.07,0.0,0.87,93.95,1.64,66.04,90.17,1.93
1772751600,4,188.26,0.0,0.87,93.18,1.69,64.87,88.85,1.99
1772755200,4,186.69,0.0,0.91,92.29,1.72,63.35,87.18,2.06
