dt,main.aqi,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3
1767114000,4,256.01,0.0,0.38,119.65,0.69,50.44,56.07,0.0
1767117600,3,253.6,0.0,0.36,117.72,0.65,49.09,54.85,0.0
1767121200,3,251.15,0.0,0.34,116.06,0.62,47.69,53.63,0.0
1767124800,3,249.53,0.0,0.32,114.85,0.59,46.61,52.73,0.0
1767128400,3,249.15,0.0,0.3,114.23,0.56,45.84,52.18,0.0
1767132000,3,249.37,0.0,0.27,114.92,0.56,45.08,51.2,0.0
1767135600,3,250.0,0.0,0.26,116.56,0.61,44.33,50.08,0.0
1767139200,3,249.94,0.0,0.26,117.06,0.64,43.65,49.35,0.0
1767142800,3,249.43,0.0,0.26,116.92,0.64,42.99,48.83,0.0
1767146400,3,249.37,0.0,0.27,116.81,0.62,42.62,48.67,0.0
1767150000,3,248.6,0.0,0.32,116.63,0.6,42.1,48.27,0.0
1767153600,3,248.19,0.0,0.33,116.45,0.58,41.47,47.65,0.0
1767157200,3,246.89,0.0,0.34,115.97,0.55,40.15,46.19,0.0
1767160800,3,244.72,0.0,0.33,115.34,0.51,38.14,43.94,0.0
1767164400,3,240.7,0.0,0.3,114.21,0.46,35.8,41.35,0.0
1767168000,3,235.53,0.0,0.28,112.43,0.43,34.43,39.92,0.0
1767171600,3,231.59,0.01,0.26,110.96,0.42,33.93,39.52,0.0
1767175200,3,227.75,0.01,0.21,109.83,0.4,33.59,39.32,0.0
1767178800,3,223.3,0.01,0.21,108.51,0.39,32.95,38.77,0.0
1767182400,3,218.67,0.01,0.24,107.73,0.38,31.93,37.73,0.0
1767186000,3,215.95,0.0,0.26,107.84,0.38,31.39,37.15,0.0
1767189600,3,216.01,0.0,0.26,108.63,0.38,31.91,37.62,0.0
1767193200,3,219.23,0.0,0.25,110.25,0.39,33.47,39.16,0.0
1767196800,3,224.12,0.0,0.25,111.91,0.39,35.38,41.09,0.0
1767200400,3,230.35,0.0,0.24,114.06,0.4,37.33,43.1,0.0
1767204000,3,237.28,0.0,0.24,116.06,0.41,38.93,44.74,0.0
1767207600,3,242.57,0.0,0.23,117.87,0.41,39.28,45.02,0.0
1767211200,3,245.33,0.0,0.22,118.98,0.4,37.8,43.33,0.0
1767214800,3,247.39,0.0,0.21,120.09,0.4,35.67,40.96,0.0
1767218400,3,249.99,0.0,0.21,121.35,0.4,33.4,38.5,0.0
1767222000,3,254.54,0.0,0.21,122.69,0.42,31.68,36.7,0.0
1767225600,3,261.01,0.0,0.22,124.49,0.45,31.01,36.12,0.0
1767315600,3,245.71,0.0,0.15,118.67,0.28,17.46,20.49,0.0
1767319200,3,243.52,0.0,0.18,117.64,0.31,17.78,21.09,0.0
1767322800,3,240.81,0.01,0.2,116.31,0.33,18.06,21.54,0.0
1767326400,3,238.06,0.01,0.18,115.5,0.34,18.27,21.81,0.0
1767330000,3,234.38,0.01,0.14,114.15,0.33,18.4,21.8,0.0
1767333600,3,231.4,0.01,0.13,112.35,0.32,18.53,21.76,0.0
1767337200,3,228.68,0.01,0.11,110.05,0.31,18.7,21.82,0.0
1767340800,3,226.22,0.01,0.11,107.55,0.31,19.1,22.2,0.0
1767344400,3,224.98,0.01,0.12,105.37,0.31,19.58,22.62,0.0
1767348000,3,224.53,0.01,0.13,104.11,0.31,19.93,22.96,0.0
1767351600,3,222.56,0.01,0.15,103.04,0.3,20.02,23.1,0.0
1767355200,3,221.47,0.01,0.19,102.5,0.3,20.01,23.18,0.0
1767358800,3,220.64,0.0,0.24,102.22,0.31,20.07,23.35,0.0
1767362400,3,220.08,0.0,0.25,102.06,0.31,20.26,23.66,0.0
1767366000,3,218.98,0.0,0.25,101.97,0.32,20.54,24.11,0.0
1767369600,3,217.68,0.0,0.25,101.72,0.33,20.87,24.57,0.0
1767373200,3,217.21,0.0,0.25,101.37,0.35,21.29,25.1,0.0
1767376800,3,217.1,0.0,0.26,101.25,0.39,21.78,25.71,0.0
1767380400,3,216.4,0.0,0.27,100.8,0.43,22.3,26.37,0.0
1767384000,3,216.7,0.0,0.27,100.7,0.48,23.04,27.23,0.0
1767387600,3,219.63,0.0,0.3,101.42,0.56,24.08,28.35,0.0
1767391200,3,231.18,0.0,0.37,103.59,0.66,25.0,28.96,0.0
1767394800,3,247.71,0.0,0.44,106.31,0.75,25.4,28.89,0.0
1767398400,3,261.28,0.0,0.5,107.98,0.84,25.93,29.17,0.0
1767402000,3,269.38,0.0,0.56,107.43,0.91,26.46,29.6,0.0
1767405600,3,271.78,0.0,0.6,106.7,0.92,26.72,29.68,0.0
1767409200,3,270.29,0.01,0.66,106.41,0.89,26.65,29.35,0.0
1767412800,3,265.83,0.03,0.65,105.48,0.85,26.65,29.21,0.0
1767416400,3,261.6,0.04,0.51,105.73,0.76,27.18,29.72,0.0
1767420000,3,254.91,0.04,0.35,105.91,0.64,27.78,30.36,0.0
1767423600,3,247.44,0.03,0.25,105.44,0.53,28.49,31.23,0.0
1767427200,3,239.92,0.03,0.22,103.88,0.46,28.99,31.89,0.0
1767430800,3,237.18,0.03,0.21,102.78,0.43,29.39,32.4,0.0
1767434400,3,242.32,0.03,0.25,103.78,0.42,29.19,32.05,0.0
1767438000,3,245.32,0.03,0.31,104.23,0.43,28.88,31.65,0.0
1767441600,3,246.02,0.02,0.41,104.16,0.45,28.82,31.63,0.0
1767445200,3,248.48,0.0,0.5,104.16,0.47,28.83,31.68,0.0
1767448800,3,251.12,0.0,0.5,104.08,0.48,28.6,31.41,0.0
1767452400,3,253.58,0.0,0.48,103.93,0.48,28.14,30.88,0.0
1767456000,3,255.05,0.0,0.48,103.58,0.53,27.7,30.38,0.0
1767459600,3,257.83,0.0,0.51,103.55,0.71,27.63,30.37,0.0
1767463200,3,262.02,0.0,0.55,103.82,1.0,27.84,30.73,0.0
1767466800,3,265.33,0.0,0.59,103.58,1.21,28.02,31.07,0.0
1767470400,3,270.94,0.0,0.61,103.86,1.3,28.08,30.92,0.0
1767474000,3,278.49,0.0,0.62,104.38,1.33,28.27,30.65,0.0
1767477600,3,286.54,0.0,0.59,106.02,1.21,28.3,30.09,0.0
1767481200,3,293.85,0.0,0.64,106.66,1.27,28.2,29.87,0.0
1767484800,3,299.74,0.0,0.71,106.77,1.42,28.37,30.11,0.0
1767488400,3,303.25,0.0,0.76,107.67,1.63,29.0,31.05,0.0
1767492000,3,306.86,0.0,0.83,108.76,1.84,30.26,32.82,0.0
1767495600,3,311.18,0.02,1.0,109.93,1.99,31.91,35.0,0.0
1767499200,3,314.66,0.06,1.11,112.25,2.12,34.1,37.89,0.0
1767502800,3,317.29,0.07,1.05,116.95,2.21,36.53,40.98,0.0
1767506400,3,316.05,0.06,0.89,122.61,2.22,39.13,44.05,0.0
1767510000,3,315.43,0.05,0.76,127.64,2.17,41.29,46.36,0.0
1767513600,3,314.4,0.05,0.7,130.97,2.08,42.94,47.97,0.0
1767517200,3,311.96,0.04,0.68,133.4,2.01,44.24,49.22,0.0
1767520800,3,311.76,0.04,0.7,134.82,1.92,44.73,49.59,0.0
1767524400,3,310.64,0.03,0.77,135.24,1.83,44.49,49.15,0.0
1767528000,3,309.16,0.02,0.86,134.75,1.75,43.98,48.49,0.0
1767531600,3,306.1,0.0,0.89,133.89,1.67,43.23,47.61,0.0
1767535200,3,302.87,0.0,0.78,132.36,1.57,41.81,46.13,0.0
1767538800,3,297.16,0.0,0.68,130.97,1.44,39.65,43.95,0.0
1767542400,3,286.22,0.0,0.6,129.37,1.37,36.88,41.3,0.0
1767546000,3,275.86,0.0,0.58,128.18,1.37,34.17,38.73,0.0
1767549600,3,268.48,0.0,0.58,126.68,1.47,32.37,37.01,0.0
1767553200,3,262.0,0.0,0.59,125.93,1.69,32.08,37.05,0.0
1767556800,3,256.22,0.0,0.63,125.8,2.19,33.66,39.36,0.0
1767560400,3,249.39,0.0,0.71,125.06,2.86,36.65,43.28,0.0
1767564000,3,241.28,0.0,0.76,124.45,3.19,39.46,46.96,0.0
1767567600,3,235.6,0.0,0.81,123.67,3.46,42.1,50.4,0.0
1767571200,3,232.03,0.0,0.87,122.74,3.66,43.99,52.69,0.0
1767574800,3,230.84,0.0,0.96,121.86,3.79,45.19,54.31,0.0
1767578400,3,233.79,0.0,1.16,120.72,3.9,46.04,55.63,0.0
1767582000,3,237.98,0.02,1.56,119.73,3.94,47.1,57.11,0.0
1767585600,3,240.65,0.12,1.86,119.14,4.05,49.54,60.46,0.0
1767589200,4,241.27,0.17,1.78,122.57,4.16,53.14,65.04,0.0
1767592800,4,239.25,0.14,1.32,129.47,4.05,56.88,68.99,0.0
1767596400,4,236.65,0.1,0.95,135.88,3.79,60.47,72.47,0.0
1767600000,4,236.44,0.08,0.81,140.28,3.59,64.15,76.26,0.0
1767603600,4,236.94,0.08,0.78,143.48,3.47,67.25,79.61,0.0
1767607200,4,237.5,0.07,0.8,146.55,3.36,69.51,82.07,0.0
1767610800,4,236.88,0.06,0.89,147.99,3.25,70.72,83.38,0.0
1767614400,4,235.2,0.03,1.03,148.38,3.16,71.31,84.04,0.0
1767618000,4,232.94,0.0,1.11,147.49,3.06,71.28,84.05,0.0
1767621600,4,229.89,0.0,0.94,145.76,2.95,70.91,83.65,0.0
1767625200,4,225.97,0.0,0.81,143.57,2.85,70.28,83.0,0.0
1767628800,4,222.21,0.0,0.73,141.68,2.74,69.41,82.03,0.0
1767632400,4,219.83,0.0,0.66,140.38,2.64,68.6,81.11,0.0
1767636000,4,217.62,0.0,0.61,139.37,2.54,67.86,80.15,0.0
1767639600,4,210.42,0.0,0.53,136.82,2.3,63.25,74.53,0.0
1767643200,4,205.97,0.0,0.5,134.52,2.11,59.57,70.07,0.0
1767646800,4,210.84,0.0,0.58,133.13,2.18,59.41,69.87,0.0
1767650400,4,223.29,0.0,0.77,129.5,2.6,59.66,70.17,0.0
1767654000,4,234.74,0.0,0.91,124.4,3.14,59.25,69.71,0.0
1767657600,4,243.55,0.0,1.0,117.94,3.74,58.58,69.04,0.0
1767661200,4,249.47,0.0,1.06,111.89,4.29,57.57,67.93,0.0
1767664800,4,251.79,0.0,1.16,108.29,4.59,56.8,66.97,0.0
1767668400,4,253.59,0.02,1.43,106.87,4.72,56.3,66.25,0.0
1767672000,4,253.65,0.06,1.61,106.44,4.67,55.21,64.76,0.0
1767675600,4,252.68,0.1,1.55,108.67,4.47,54.4,63.53,0.0
1767679200,4,252.24,0.09,1.24,113.46,4.25,55.24,64.13,0.0
1767682800,4,250.31,0.06,0.98,118.06,3.91,56.45,65.21,0.0
1767686400,4,247.07,0.04,0.88,120.12,3.52,56.09,64.51,0.0
1767690000,4,244.02,0.02,0.86,121.06,3.16,54.41,62.28,0.0
1767693600,4,241.62,0.02,0.84,121.52,2.79,51.54,58.74,0.0
1767697200,3,239.0,0.02,0.82,121.45,2.44,48.02,54.58,0.0
1767700800,3,237.43,0.01,0.82,120.56,2.21,45.08,51.19,0.0
1767704400,3,236.97,0.0,0.79,119.46,2.09,43.14,48.97,0.0
1767708000,3,237.63,0.0,0.72,118.47,2.06,42.44,48.19,0.0
1767711600,3,238.45,0.0,0.7,117.48,2.08,42.26,47.96,0.0
1767715200,3,240.04,0.0,0.71,116.66,2.19,42.55,48.11,0.0
1767718800,3,245.01,0.0,0.76,116.62,2.33,43.57,48.99,0.0
1767722400,3,254.4,0.0,0.84,116.96,2.49,44.98,50.16,0.0
1767726000,3,268.17,0.0,0.99,115.16,2.67,45.55,50.33,0.0
1767729600,3,284.51,0.0,1.23,110.62,3.13,45.76,50.25,0.0
1767733200,3,299.25,0.0,1.53,105.41,3.81,46.59,51.19,0.0
1767736800,3,305.99,0.0,1.59,103.93,4.28,47.21,52.18,0.0
1767740400,3,305.98,0.0,1.47,105.59,4.42,47.01,52.61,0.0
1767744000,3,302.1,0.0,1.31,107.92,4.5,47.03,53.61,0.0
1767747600,3,296.23,0.0,1.22,109.39,4.52,47.14,55.01,0.0
1767751200,3,289.78,0.0,1.29,108.65,4.56,47.69,57.14,0.0
1767754800,3,287.18,0.03,1.54,107.83,4.63,49.15,60.0,0.0
1767758400,4,284.8,0.11,1.64,109.07,4.76,51.49,63.58,0.0
1767762000,4,285.98,0.14,1.45,114.63,4.84,55.13,68.26,0.0
1767765600,4,287.33,0.12,1.08,122.31,4.83,59.2,72.92,0.0
1767769200,4,288.2,0.09,0.8,128.57,4.67,62.79,76.64,0.0
1767772800,4,288.75,0.07,0.69,131.74,4.41,65.15,78.65,0.0
1767776400,4,290.19,0.07,0.66,133.55,4.13,66.29,79.01,0.0
1767780000,4,294.7,0.06,0.74,134.8,3.83,67.47,79.48,0.0
1767783600,4,299.31,0.06,0.88,135.65,3.62,68.64,80.22,0.0
1767787200,4,304.09,0.03,1.09,135.74,3.55,69.56,80.8,0.0
1767790800,4,309.73,0.0,1.22,136.2,3.58,70.5,81.48,0.0
1767794400,4,314.81,0.0,1.07,136.12,3.54,71.24,82.12,0.0
1767798000,4,318.49,0.0,0.94,136.8,3.53,71.84,82.85,0.0
1767801600,4,318.28,0.0,0.83,137.31,3.59,71.25,82.19,0.0
1767805200,4,318.37,0.0,0.79,137.2,3.55,71.24,82.16,0.0
1767808800,4,318.47,0.0,0.75,136.94,3.48,71.26,82.13,0.0
1767812400,4,316.79,0.0,0.72,136.37,3.5,69.41,79.67,0.0
1767816000,4,322.48,0.0,0.82,135.49,3.79,68.42,78.2,0.0
1767819600,4,327.46,0.0,1.06,132.65,4.38,67.75,77.87,0.0
1767823200,4,322.29,0.0,1.2,127.87,5.11,64.64,76.34,0.0
1767826800,4,313.64,0.0,1.23,123.1,5.7,61.33,75.29,0.0
1767830400,4,302.87,0.0,1.2,119.54,6.01,58.81,75.24,0.0
1767834000,4,286.05,0.0,1.17,115.72,5.98,56.03,74.65,0.0
1767837600,4,267.06,0.0,1.28,111.13,5.7,52.7,72.79,0.0
1767841200,3,250.0,0.03,1.58,108.65,5.29,48.87,69.21,0.0
1767844800,3,237.36,0.12,1.7,109.65,4.82,44.94,64.58,0.0
1767848400,3,228.94,0.15,1.45,115.56,4.36,41.87,60.32,0.0
1767852000,3,225.81,0.11,1.02,123.75,4.0,40.67,57.93,0.0
1767855600,3,226.57,0.08,0.75,130.78,3.8,41.69,58.14,0.0
1767859200,3,231.05,0.07,0.67,135.9,3.79,44.46,60.46,0.0
1767862800,4,236.91,0.07,0.69,140.1,3.87,47.86,63.85,0.0
1767866400,4,244.83,0.07,0.77,144.37,3.92,51.49,68.01,0.0
1767870000,4,253.24,0.06,0.91,147.22,3.95,54.96,71.95,0.0
1767873600,4,261.13,0.03,1.12,148.86,4.01,58.02,75.04,0.0
1767877200,4,269.45,0.0,1.24,149.81,4.07,60.56,77.54,0.0
1767880800,4,274.36,0.0,1.06,148.69,3.97,62.09,79.0,0.0
1767884400,4,274.34,0.0,0.91,147.12,3.75,62.18,78.9,0.0
1767888000,4,269.32,0.0,0.78,145.35,3.55,60.39,76.61,0.0
1767891600,4,265.25,0.0,0.73,142.78,3.35,58.85,74.72,0.0
1767895200,4,260.13,0.0,0.7,140.05,3.22,57.03,72.77,0.0
1767898800,4,251.31,0.0,0.82,133.1,3.54,50.05,65.22,0.0
1767902400,3,250.39,0.0,1.06,125.4,4.19,44.31,59.16,0.0
1767906000,3,249.12,0.0,1.34,117.32,4.96,39.36,54.38,0.0
1767909600,3,240.17,0.0,1.47,110.39,5.39,35.06,50.45,0.0
1767913200,3,229.88,0.0,1.46,106.51,5.36,32.42,48.07,0.0
1767916800,3,221.51,0.0,1.4,104.05,5.18,30.78,46.53,0.0
1767920400,3,215.26,0.0,1.35,102.14,5.02,29.7,45.41,0.0
1767924000,3,212.73,0.0,1.37,101.21,4.97,29.3,45.1,0.0
1767927600,3,214.77,0.04,1.48,101.94,4.96,29.91,45.98,0.0
1767931200,3,219.56,0.09,1.38,105.05,4.89,31.9,48.19,0.0
1767934800,3,225.68,0.11,1.18,110.69,4.73,35.27,51.5,0.0
1767938400,3,232.5,0.1,0.93,118.52,4.53,40.4,56.86,0.0
1767942000,3,241.37,0.08,0.77,126.15,4.36,46.93,63.96,0.0
1767945600,4,249.62,0.07,0.72,132.24,4.23,53.02,70.73,0.0
1767949200,4,256.28,0.07,0.73,136.95,4.12,57.94,76.28,0.0
1767952800,4,261.93,0.07,0.73,140.79,4.02,61.4,80.31,0.0
1767956400,4,265.71,0.06,0.81,143.6,3.93,63.46,82.73,0.0
1767960000,4,268.07,0.04,0.95,144.91,3.88,64.42,83.98,0.0
1767963600,4,267.88,0.0,1.04,144.45,3.8,64.44,84.11,0.0
1767967200,4,265.49,0.0,0.91,143.58,3.69,63.88,83.51,0.0
1767970800,4,260.46,0.0,0.8,142.26,3.54,62.52,81.94,0.0
1767974400,4,254.02,0.0,0.74,140.79,3.38,60.69,79.7,0.0
1767978000,4,247.92,0.0,0.69,139.46,3.22,59.07,77.58,0.0
1767981600,4,242.17,0.0,0.65,137.83,3.04,57.39,75.36,0.0
1767985200,4,227.77,0.0,0.57,133.17,2.63,52.06,68.19,0.0
1767988800,3,222.99,0.0,0.54,131.19,2.44,49.81,65.09,0.0
1767992400,4,227.35,0.0,0.57,131.02,2.53,50.34,65.7,0.0
1767996000,4,233.68,0.0,0.66,129.22,2.83,50.46,66.04,0.0
1767999600,4,237.41,0.0,0.74,126.23,3.13,50.04,65.7,0.0
1768003200,3,239.39,0.0,0.75,123.84,3.31,49.78,65.44,0.0
1768006800,3,241.2,0.0,0.76,121.61,3.44,49.6,65.22,0.0
1768010400,3,242.49,0.0,0.8,119.68,3.54,49.54,65.12,0.0
1768014000,3,242.91,0.02,0.91,118.95,3.58,49.62,65.15,0.0
1768017600,3,243.44,0.06,0.9,118.66,3.71,49.99,65.36,0.0
1768021200,4,244.63,0.08,0.78,119.54,3.91,50.74,65.78,0.0
1768024800,4,245.28,0.07,0.63,120.57,4.06,51.89,66.41,0.0
1768028400,4,245.52,0.06,0.53,121.72,4.04,53.44,67.47,0.0
1768032000,4,245.5,0.05,0.49,122.38,3.94,55.08,68.72,0.0
1768035600,4,245.14,0.05,0.48,122.73,3.85,56.31,69.64,0.0
1768039200,4,244.81,0.05,0.51,123.86,3.69,57.4,70.66,0.0
1768042800,4,243.12,0.04,0.55,124.71,3.42,58.28,71.69,0.0
1768046400,4,240.91,0.02,0.63,125.55,3.13,58.8,72.51,0.0
1768050000,4,238.82,0.0,0.68,125.85,2.87,59.19,73.23,0.0
1768053600,4,236.83,0.0,0.6,125.47,2.61,59.27,73.62,0.0
1768057200,4,234.14,0.0,0.53,124.48,2.34,58.85,73.44,0.0
1768060800,4,231.08,0.0,0.48,123.02,2.12,58.15,72.83,0.0
1768064400,4,229.58,0.0,0.45,122.01,1.97,57.57,72.21,0.0
1768068000,4,228.42,0.0,0.42,121.6,1.86,57.03,71.57,0.0
1768071600,4,228.11,0.0,0.4,120.87,1.81,55.56,69.52,0.0
1768075200,4,229.71,0.0,0.4,120.12,1.83,53.04,65.92,0.0
1768078800,4,231.47,0.0,0.4,119.9,1.85,51.6,63.7,0.0
1768082400,4,233.27,0.0,0.39,120.07,1.86,50.95,62.59,0.0
1768086000,4,234.91,0.0,0.38,120.03,1.85,50.55,61.9,0.0
1768089600,4,235.67,0.0,0.38,119.61,1.82,50.15,61.29,0.0
1768093200,3,236.09,0.0,0.4,118.07,1.72,49.96,60.93,0.0
1768096800,3,237.21,0.0,0.44,116.24,1.65,50.0,60.86,0.0
1768100400,3,237.81,0.0,0.51,115.31,1.64,49.94,60.65,0.0
1768104000,3,238.09,0.0,0.6,113.85,1.72,49.44,59.19,0.0
1768107600,3,239.11,0.01,0.65,111.19,1.77,48.98,57.57,0.0
1768111200,3,240.66,0.01,0.64,110.57,1.74,48.18,55.81,0.0
1768114800,3,241.46,0.02,0.49,113.11,1.64,47.55,54.56,0.0
1768118400,3,241.52,0.02,0.37,112.06,1.53,47.53,54.45,0.0
1768122000,3,240.69,0.03,0.31,111.02,1.4,47.6,54.34,0.0
1768125600,3,240.45,0.03,0.27,111.28,1.24,47.82,54.6,0.0
1768129200,3,239.38,0.02,0.3,110.9,1.13,47.94,54.76,0.0
1768132800,3,238.32,0.01,0.36,110.81,1.04,47.84,54.67,0.0
1768136400,3,239.33,0.0,0.42,110.86,0.96,46.55,53.09,0.0
1768140000,3,239.76,0.0,0.43,109.92,0.89,45.39,51.68,0.0
1768143600,3,240.2,0.0,0.42,109.21,0.85,44.99,51.18,0.0
1768147200,3,240.77,0.0,0.41,108.4,0.83,44.66,50.71,0.0
1768150800,3,242.37,0.0,0.39,108.17,0.83,44.41,50.21,0.0
1768154400,3,245.02,0.0,0.38,108.48,0.83,44.01,49.42,0.0
1768158000,3,249.8,0.0,0.38,109.17,0.83,42.73,47.54,0.0
1768161600,3,257.95,0.0,0.44,109.27,0.92,40.49,44.62,0.0
1768165200,3,270.16,0.0,0.61,107.1,1.18,37.63,41.22,0.0
1768168800,3,281.84,0.0,0.8,102.96,1.47,33.44,36.56,0.0
1768172400,3,291.39,0.0,0.98,98.36,1.72,29.73,32.62,0.0
1768176000,3,299.7,0.0,1.12,93.99,1.91,26.58,29.29,0.02
1768179600,2,307.52,0.0,1.24,90.08,2.1,23.83,26.41,0.05
1768183200,2,314.65,0.0,1.39,86.78,2.27,21.6,24.05,0.07
1768186800,2,320.73,0.07,1.63,85.44,2.38,19.82,22.11,0.07
1768190400,2,325.35,0.14,1.72,87.87,2.42,18.63,20.72,0.06
1768194000,2,324.63,0.12,1.66,91.95,2.26,17.41,19.27,0.03
1768197600,2,318.26,0.09,1.52,94.13,2.02,15.94,17.63,0.01
1768201200,2,310.51,0.06,1.47,92.93,1.86,14.66,16.43,0.01
1768204800,2,304.9,0.06,1.48,91.05,1.81,14.07,16.07,0.03
1768208400,2,301.41,0.06,1.48,89.39,1.79,13.74,15.97,0.05
1768212000,2,299.5,0.07,1.45,88.6,1.74,13.54,15.99,0.06
1768215600,2,296.36,0.04,1.51,87.44,1.61,13.13,15.59,0.05
1768219200,2,292.86,0.02,1.59,85.46,1.45,12.32,14.58,0.03
1768222800,2,290.68,0.01,1.6,83.86,1.29,11.46,13.47,0.02
1768226400,2,288.73,0.0,1.42,82.17,1.14,10.67,12.49,0.0
1768230000,2,286.79,0.0,1.23,81.01,1.02,10.02,11.72,0.0
1768233600,2,284.07,0.0,1.07,80.58,0.93,9.63,11.29,0.0
1768237200,2,284.1,0.0,0.96,81.2,0.91,9.89,11.74,0.0
1768240800,2,285.55,0.0,0.9,82.12,0.95,10.55,12.82,0.0
1768244400,2,286.93,0.0,0.86,83.32,1.04,11.43,14.2,0.0
1768248000,2,287.55,0.0,0.81,83.97,1.11,11.97,14.93,0.0
1768251600,2,286.4,0.0,0.74,83.87,1.1,11.88,14.67,0.0
1768255200,2,285.3,0.0,0.67,84.38,1.13,11.72,14.16,0.0
1768258800,2,287.07,0.0,0.63,85.29,1.19,11.97,14.24,0.0
1768262400,2,293.06,0.0,0.64,86.5,1.28,12.94,15.37,0.0
1768266000,2,303.8,0.0,0.72,88.51,1.42,14.79,17.65,0.0
1768269600,2,315.42,0.0,0.85,90.57,1.56,16.75,20.11,0.01
1768273200,2,325.66,0.04,1.08,93.02,1.73,18.67,22.46,0.03
1768276800,2,335.3,0.1,1.25,97.52,1.99,21.19,25.4,0.05
1768280400,3,346.08,0.13,1.27,105.72,2.3,24.83,29.4,0.07
1768284000,3,353.68,0.12,1.1,116.78,2.53,30.11,34.81,0.07
1768287600,3,357.95,0.1,0.92,126.35,2.53,36.31,41.13,0.04
1768291200,3,358.2,0.09,0.82,132.08,2.38,41.87,46.84,0.0
1768294800,3,356.69,0.08,0.79,136.74,2.24,45.89,50.86,0.0
1768298400,3,355.32,0.07,0.82,139.93,2.09,47.83,52.73,0.0
1768302000,4,351.62,0.06,0.93,141.51,1.93,47.87,52.54,0.0
1768305600,4,348.27,0.04,1.12,142.79,1.89,47.26,51.5,0.0
1768309200,4,346.93,0.0,1.24,143.42,2.03,44.84,48.35,0.01
1768312800,4,346.17,0.0,1.15,141.73,2.09,41.99,44.91,0.05
1768316400,3,344.0,0.0,1.12,137.33,2.02,38.4,40.9,0.08
1768320000,3,338.6,0.0,1.15,128.82,1.89,32.31,34.51,0.1
1768323600,3,334.53,0.0,1.19,120.73,1.8,26.66,28.66,0.1
1768327200,3,333.27,0.0,1.19,115.96,1.76,23.15,25.02,0.1
1768330800,3,332.96,0.0,1.16,112.8,1.73,20.76,22.45,0.1
1768334400,3,335.36,0.0,1.17,110.89,1.72,19.63,21.19,0.11
1768338000,3,340.57,0.0,1.21,109.66,1.8,19.63,21.19,0.13
1768341600,3,345.85,0.0,1.25,109.13,1.86,20.35,21.96,0.14
1768345200,3,351.54,0.0,1.3,108.85,1.94,21.37,23.08,0.14
1768348800,3,356.54,0.0,1.33,108.18,2.02,22.46,24.25,0.13
1768352400,3,358.79,0.0,1.34,107.47,2.07,23.24,25.02,0.11
1768356000,3,355.49,0.0,1.32,107.08,1.98,23.1,24.71,0.06
1768359600,3,346.53,0.02,1.41,107.0,1.79,21.92,23.31,0.01
1768363200,3,339.85,0.06,1.48,106.7,1.82,21.83,23.27,0.0
1768366800,3,343.57,0.1,1.57,108.17,2.22,25.26,27.16,0.0
1768370400,3,346.23,0.12,1.38,113.25,2.6,30.41,32.97,0.0
1768374000,3,345.21,0.11,1.01,121.0,2.71,36.1,39.14,0.0
1768377600,3,340.87,0.09,0.84,125.89,2.61,39.9,43.03,0.0
1768381200,3,336.54,0.08,0.79,129.63,2.47,42.1,45.25,0.0
1768384800,3,338.39,0.08,0.82,134.19,2.37,44.28,47.57,0.0
1768388400,3,343.23,0.07,0.97,139.58,2.32,47.01,50.53,0.0
1768392000,4,348.08,0.05,1.21,143.46,2.3,49.14,52.99,0.0
1768395600,4,351.3,0.01,1.42,145.45,2.33,50.77,55.14,0.0
1768399200,4,351.15,0.0,1.24,145.53,2.36,51.82,56.82,0.0
1768402800,4,348.89,0.0,1.06,144.56,2.35,52.2,57.88,0.0
1768406400,4,345.5,0.0,0.94,142.35,2.27,51.61,57.78,0.0
1768410000,4,342.73,0.0,0.85,139.96,2.15,50.48,56.88,0.0
1768413600,3,342.08,0.0,0.78,137.71,1.99,49.31,55.82,0.0
1768417200,3,342.03,0.0,0.72,135.59,1.87,48.37,54.87,0.0
1768420800,3,342.25,0.0,0.69,134.33,1.83,48.01,54.46,0.0
1768424400,3,345.98,0.0,0.66,135.03,1.94,48.51,54.9,0.0
1768428000,3,351.53,0.0,0.68,136.21,2.23,49.28,55.61,0.0
1768431600,3,355.38,0.0,0.78,134.1,2.68,49.51,55.88,0.0
1768435200,3,352.91,0.0,0.93,128.97,3.21,49.54,56.43,0.0
1768438800,3,340.37,0.0,0.97,122.54,3.54,48.74,55.89,0.0
1768442400,3,322.31,0.0,0.97,116.74,3.47,46.71,53.96,0.0
1768446000,3,306.69,0.03,1.05,113.35,3.19,44.08,51.16,0.0
1768449600,3,291.29,0.07,0.97,111.42,2.8,41.15,47.99,0.0
1768453200,3,276.85,0.08,0.78,110.96,2.43,38.28,44.91,0.0
1768456800,3,264.52,0.07,0.57,110.5,2.11,35.85,42.1,0.0
1768460400,3,255.92,0.05,0.44,109.07,1.88,34.12,39.92,0.0
1768464000,3,249.64,0.05,0.39,107.52,1.71,33.15,38.44,0.0
1768467600,3,246.19,0.05,0.38,106.56,1.62,32.73,37.69,0.0
1768471200,3,245.64,0.04,0.4,106.55,1.56,32.89,37.72,0.0
1768474800,3,246.06,0.04,0.46,106.35,1.52,32.91,37.66,0.0
1768478400,3,246.65,0.03,0.58,106.23,1.49,32.77,37.36,0.0
1768482000,3,247.74,0.0,0.71,105.27,1.47,32.5,36.99,0.0
