dt,main.aqi,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3
1769857200,3,240.36,0.04,0.53,125.69,2.48,47.71,53.3,0.0
1769860800,3,242.34,0.03,0.56,124.27,2.03,45.94,51.16,0.0
1769864400,3,245.78,0.0,0.6,122.57,1.61,44.2,49.13,0.0
1769868000,3,248.92,0.0,0.54,120.0,1.27,42.61,47.42,0.0
1769871600,3,252.41,0.0,0.47,117.36,0.99,41.17,45.94,0.0
1769875200,3,255.06,0.0,0.44,114.73,0.83,40.4,45.21,0.0
1769878800,3,256.71,0.0,0.43,113.71,0.77,40.27,45.05,0.0
1769882400,3,257.82,0.0,0.42,113.73,0.78,40.39,45.02,0.0
1769886000,3,256.41,0.0,0.43,118.4,1.09,42.16,46.74,0.0
1769889600,3,251.78,0.0,0.44,121.98,1.42,43.65,48.32,0.0
1769893200,3,248.9,0.0,0.44,123.16,1.65,44.6,49.44,0.0
1769896800,3,247.64,0.0,0.45,124.87,1.95,45.67,50.77,0.0
1769900400,3,247.65,0.0,0.53,123.75,2.37,46.38,51.91,0.0
1769904000,3,245.9,0.0,0.66,120.29,2.9,45.9,52.03,0.0
1769907600,3,240.13,0.0,0.81,114.88,3.38,44.07,50.72,0.0
1769911200,3,233.84,0.0,0.94,110.38,3.58,41.83,48.56,0.0
1769914800,3,228.78,0.03,1.11,107.92,3.55,39.88,46.35,0.0
1769918400,3,222.65,0.09,1.03,108.0,3.4,38.04,44.23,0.0
1769922000,3,213.68,0.09,0.77,109.05,3.1,35.82,41.69,0.0
1769925600,3,204.01,0.07,0.55,108.59,2.74,33.31,38.85,0.0
1769929200,3,196.7,0.06,0.44,106.96,2.41,31.27,36.49,0.0
1769932800,3,191.94,0.05,0.39,105.57,2.18,30.15,35.12,0.0
1769936400,3,188.76,0.05,0.37,104.48,2.02,29.44,34.16,0.0
1769940000,3,187.05,0.05,0.39,104.03,1.89,29.6,34.23,0.0
1769943600,3,186.26,0.05,0.46,104.21,1.86,30.43,35.14,0.0
1769947200,3,186.17,0.03,0.58,105.43,1.92,31.58,36.44,0.0
1769950800,3,186.36,0.01,0.72,106.72,2.01,32.57,37.57,0.0
1769954400,3,186.48,0.0,0.73,107.16,2.07,33.13,38.2,0.0
1769958000,3,186.25,0.0,0.69,107.23,2.1,33.47,38.53,0.0
1769961600,3,186.15,0.0,0.67,105.62,2.1,32.81,37.75,0.0
1769965200,3,187.07,0.0,0.67,102.79,2.02,31.28,36.14,0.0
1769968800,3,188.87,0.0,0.66,101.08,1.91,30.09,34.9,0.0
1769972400,3,191.35,0.0,0.58,101.55,1.81,28.17,32.44,0.0
1769976000,3,197.52,0.0,0.74,98.11,1.82,25.9,29.7,0.0
1769979600,2,203.68,0.0,0.96,93.08,1.9,23.73,27.17,0.0
1769983200,2,208.66,0.0,1.12,88.6,1.97,21.69,24.85,0.02
1769986800,2,212.3,0.0,1.19,85.42,2.03,20.1,23.1,0.03
1769990400,2,215.94,0.0,1.21,82.91,2.07,19.04,21.87,0.01
1769994000,2,218.33,0.0,1.21,81.52,2.08,18.6,21.32,0.0
1769997600,2,219.46,0.0,1.2,82.15,2.07,19.07,21.79,0.0
1770001200,2,219.19,0.05,1.22,85.27,2.02,20.36,23.18,0.0
1770004800,2,218.13,0.1,1.12,89.72,1.91,22.1,25.12,0.0
1770008400,2,217.86,0.11,0.95,94.27,1.83,23.98,27.09,0.0
1770012000,3,217.41,0.09,0.75,99.73,1.8,26.02,29.13,0.0
1770015600,3,216.73,0.07,0.58,104.7,1.76,28.6,31.75,0.0
1770019200,3,215.27,0.06,0.5,108.12,1.68,31.51,34.8,0.0
1770022800,3,213.64,0.05,0.46,111.17,1.61,34.13,37.57,0.0
1770026400,3,212.43,0.05,0.44,114.46,1.52,36.4,40.03,0.0
1770030000,3,211.29,0.04,0.48,115.01,1.4,37.08,40.87,0.0
1770033600,3,209.44,0.03,0.54,113.38,1.32,36.07,39.94,0.0
1770037200,3,209.29,0.0,0.62,111.52,1.29,34.96,38.99,0.0
1770040800,3,210.31,0.0,0.62,111.37,1.35,36.0,40.55,0.0
1770044400,3,211.32,0.0,0.6,110.84,1.45,36.82,41.93,0.0
1770048000,3,213.44,0.0,0.59,110.0,1.73,36.97,42.15,0.0
1770051600,3,216.34,0.0,0.6,109.51,1.94,37.19,42.32,0.0
1770055200,3,219.25,0.0,0.59,109.99,2.04,37.08,42.08,0.0
1770058800,3,217.6,0.0,0.56,108.47,1.92,36.18,40.9,0.0
1770062400,3,217.22,0.0,0.53,107.68,1.76,35.47,39.73,0.0
1770066000,3,216.14,0.0,0.48,107.87,1.58,34.7,38.35,0.0
1770069600,3,216.72,0.0,0.44,109.55,1.52,33.86,36.79,0.0
1770073200,3,220.39,0.0,0.49,108.85,1.64,32.84,35.45,0.0
1770076800,3,232.01,0.0,0.7,106.41,1.96,32.24,34.85,0.0
1770080400,3,249.07,0.0,1.02,102.27,2.55,32.58,35.52,0.0
1770084000,3,263.43,0.0,1.26,99.52,2.97,33.9,37.19,0.0
1770087600,3,272.68,0.03,1.46,100.19,3.09,35.25,38.7,0.0
1770091200,3,276.57,0.09,1.3,103.99,2.93,36.92,40.26,0.0
1770094800,3,276.35,0.1,0.97,108.63,2.63,39.07,42.43,0.0
1770098400,3,274.53,0.07,0.66,113.18,2.3,41.51,44.89,0.0
1770102000,3,269.17,0.05,0.47,116.27,1.9,43.81,47.08,0.0
1770105600,3,263.83,0.04,0.39,116.25,1.55,44.91,47.99,0.0
1770109200,3,258.67,0.04,0.36,115.02,1.25,45.35,48.33,0.0
1770112800,3,254.32,0.03,0.35,112.69,0.98,45.23,48.2,0.0
1770116400,3,249.69,0.03,0.37,109.35,0.78,44.49,47.49,0.0
1770120000,3,245.78,0.02,0.43,107.14,0.66,43.66,46.7,0.0
1770123600,3,244.13,0.0,0.51,105.23,0.58,43.22,46.36,0.0
1770127200,3,242.11,0.0,0.49,102.25,0.52,43.01,46.28,0.0
1770130800,3,240.78,0.0,0.45,100.63,0.47,43.02,46.37,0.0
1770134400,3,239.09,0.0,0.38,101.49,0.43,42.59,45.72,0.0
1770138000,3,238.43,0.0,0.37,100.9,0.43,42.36,45.48,0.0
1770141600,3,238.13,0.0,0.37,100.7,0.45,42.53,45.7,0.0
1770145200,3,238.49,0.0,0.36,101.0,0.49,42.67,45.87,0.0
1770148800,3,239.87,0.0,0.38,101.29,0.6,42.55,45.8,0.0
1770152400,3,241.61,0.0,0.39,103.39,0.77,42.21,45.46,0.0
1770156000,3,244.55,0.0,0.4,106.32,0.93,41.38,44.64,0.0
1770159600,3,251.51,0.0,0.48,108.39,1.21,41.78,45.29,0.0
1770163200,3,264.11,0.0,0.71,109.71,1.75,44.78,49.16,0.0
1770166800,3,275.77,0.0,0.9,112.67,2.51,49.5,55.29,0.0
1770170400,4,276.44,0.0,1.1,113.04,3.17,52.17,59.73,0.0
1770174000,4,269.01,0.02,1.39,113.25,3.58,0.0,0.0,0.0
1770177600,4,257.23,0.07,1.55,114.7,3.8,51.11,60.84,0.0
1770181200,3,243.23,0.09,1.45,117.82,3.84,49.11,59.1,0.0
1770184800,3,229.59,0.07,1.14,121.69,3.71,47.01,56.72,0.0
1770188400,3,218.17,0.08,0.72,126.27,3.34,45.16,54.09,0.0
1770192000,3,206.52,0.06,0.54,127.34,2.9,42.47,50.43,0.0
1770195600,3,195.24,0.06,0.48,125.85,2.54,39.64,46.86,0.0
1770199200,3,191.76,0.06,0.5,124.7,2.33,0.0,0.0,0.0
1770202800,3,192.89,0.06,0.57,123.89,2.2,41.3,49.4,0.0
1770206400,3,194.9,0.04,0.69,123.08,2.13,42.42,50.82,0.0
1770210000,3,198.06,0.01,0.85,123.23,2.17,43.41,51.93,0.0
1770213600,3,201.85,0.0,0.83,123.91,2.2,44.16,52.71,0.0
1770217200,3,205.48,0.0,0.76,123.83,2.18,44.67,53.22,0.0
1770220800,3,208.4,0.0,0.71,123.15,2.12,44.74,53.27,0.0
1770224400,3,211.33,0.0,0.67,122.31,2.06,44.65,53.22,0.0
1770228000,3,213.21,0.0,0.64,121.33,1.97,44.33,52.93,0.0
1770231600,3,214.12,0.0,0.54,121.35,1.86,43.5,51.68,0.0
1770235200,3,215.49,0.0,0.5,120.58,1.78,43.07,51.13,0.0
1770238800,3,215.97,0.0,0.47,120.25,1.71,42.85,50.89,0.0
1770242400,3,215.99,0.0,0.43,120.26,1.61,42.82,50.77,0.0
1770246000,3,214.65,0.0,0.4,119.84,1.55,42.71,50.55,0.0
1770249600,3,213.31,0.0,0.39,119.13,1.57,42.31,49.94,0.0
1770253200,3,211.61,0.0,0.43,117.58,1.75,41.03,48.44,0.0
1770256800,3,211.83,0.0,0.55,115.34,2.02,39.38,46.65,0.0
1770260400,3,213.46,0.02,0.71,113.18,2.31,37.31,44.47,0.0
1770264000,3,214.89,0.06,0.78,111.62,2.67,34.12,40.92,0.0
1770267600,3,215.96,0.08,0.73,113.06,2.89,31.61,38.01,0.0
1770271200,3,218.79,0.08,0.65,117.06,2.97,31.46,37.68,0.0
1770274800,3,222.55,0.07,0.6,121.6,2.95,33.16,39.31,0.0
1770278400,3,225.15,0.07,0.57,124.27,2.84,35.09,41.16,0.0
1770282000,3,226.16,0.06,0.55,124.97,2.66,35.92,41.76,0.0
1770285600,3,227.22,0.06,0.55,126.31,2.49,36.79,42.51,0.0
1770289200,3,232.19,0.05,0.63,129.85,2.44,39.53,45.49,0.0
1770292800,3,236.11,0.04,0.76,132.72,2.42,41.61,47.83,0.0
1770296400,3,238.57,0.01,0.91,133.92,2.42,42.4,48.77,0.0
1770300000,3,237.84,0.0,0.84,132.8,2.39,41.33,47.53,0.0
1770303600,3,237.11,0.0,0.73,132.13,2.36,40.2,46.22,0.0
1770307200,3,234.75,0.0,0.66,130.68,2.28,36.78,42.21,0.0
1770310800,3,239.9,0.0,0.73,128.46,2.36,32.54,37.31,0.02
1770314400,3,252.77,0.0,0.98,123.38,2.58,29.17,33.57,0.09
1770318000,3,267.58,0.0,1.35,114.45,2.83,25.66,29.82,0.17
1770321600,3,282.4,0.0,1.73,104.47,3.06,22.83,26.9,0.27
1770325200,2,293.36,0.0,1.95,95.69,3.11,20.09,23.9,0.33
1770328800,2,298.52,0.0,1.96,90.44,3.0,17.89,21.36,0.32
1770332400,2,300.15,0.0,1.84,88.95,2.86,16.65,19.85,0.28
1770336000,2,300.55,0.0,1.7,89.11,2.82,16.4,19.57,0.23
1770339600,2,297.76,0.0,1.54,90.93,2.78,16.87,20.15,0.16
1770343200,2,294.24,0.0,1.47,92.43,2.78,17.91,21.41,0.09
1770346800,2,292.84,0.06,1.6,93.86,2.85,19.37,23.28,0.06
1770350400,2,292.17,0.12,1.58,97.27,2.89,20.88,25.27,0.03
1770354000,3,288.74,0.13,1.36,103.02,2.88,22.26,27.1,0.01
1770357600,3,284.25,0.11,1.03,109.61,2.8,23.87,29.1,0.0
1770361200,3,280.1,0.09,0.81,115.15,2.69,26.33,32.03,0.0
1770364800,3,278.95,0.08,0.72,119.55,2.62,29.38,35.44,0.0
1770368400,3,278.33,0.08,0.68,124.02,2.59,32.08,38.22,0.0
1770372000,3,280.23,0.07,0.7,128.51,2.54,34.71,40.81,0.0
1770375600,3,281.48,0.07,0.78,130.4,2.39,36.83,42.83,0.0
1770379200,3,282.56,0.05,0.94,131.83,2.21,38.17,44.12,0.0
1770382800,3,280.79,0.02,1.11,130.77,2.06,38.23,43.96,0.0
1770386400,3,277.06,0.0,1.09,126.25,1.84,37.5,43.19,0.0
1770390000,3,273.14,0.0,0.94,122.92,1.79,36.59,42.36,0.0
1770393600,3,267.79,0.0,0.83,120.26,1.8,34.92,40.8,0.0
1770397200,3,261.88,0.0,0.75,116.37,1.69,32.27,38.26,0.0
1770400800,3,253.34,0.0,0.66,113.01,1.54,28.36,34.28,0.0
1770404400,3,245.1,0.0,0.56,110.83,1.42,23.83,29.36,0.0
1770408000,3,246.47,0.0,0.57,107.96,1.44,21.41,27.11,0.0
1770411600,3,253.46,0.0,0.73,105.09,1.69,20.46,26.42,0.0
1770415200,3,261.07,0.0,0.91,102.34,2.06,20.47,26.36,0.03
1770418800,2,266.68,0.0,1.04,99.32,2.42,21.0,26.68,0.09
1770422400,2,270.71,0.0,1.13,96.59,2.69,21.79,27.25,0.11
1770426000,2,271.7,0.0,1.16,94.68,2.79,22.28,27.38,0.09
1770429600,2,271.4,0.0,1.2,94.54,2.81,22.56,27.44,0.06
1770433200,2,271.8,0.03,1.39,95.62,2.81,23.57,28.45,0.04
1770436800,3,273.97,0.11,1.5,98.73,2.9,25.27,30.47,0.02
1770440400,3,275.97,0.13,1.34,104.1,2.99,27.49,33.14,0.01
1770444000,3,276.21,0.11,1.03,111.21,2.97,30.01,36.05,0.0
1770447600,3,275.53,0.09,0.83,116.73,2.86,32.53,38.74,0.0
1770451200,3,273.23,0.07,0.77,120.64,2.71,34.66,40.8,0.0
1770454800,3,271.12,0.06,0.75,123.18,2.58,36.2,42.2,0.0
1770458400,3,270.34,0.07,0.71,126.45,2.45,37.66,43.61,0.0
1770462000,3,268.99,0.06,0.75,128.79,2.35,38.61,44.54,0.0
1770465600,3,266.58,0.05,0.84,130.68,2.38,39.23,45.21,0.0
1770469200,3,261.83,0.01,0.93,132.02,2.53,39.5,45.52,0.0
1770472800,3,259.64,0.0,0.87,131.31,2.55,39.76,45.91,0.0
1770476400,3,258.5,0.0,0.76,131.05,2.57,40.29,46.67,0.0
1770480000,3,257.52,0.0,0.71,130.19,2.59,40.62,47.11,0.0
1770483600,3,256.18,0.0,0.66,129.47,2.55,40.62,47.02,0.0
1770487200,3,255.18,0.0,0.62,128.59,2.5,40.5,46.81,0.0
1770490800,3,254.15,0.0,0.62,126.5,2.4,40.21,46.42,0.0
1770494400,3,252.9,0.0,0.62,124.24,2.31,39.45,45.48,0.0
1770498000,3,251.13,0.0,0.61,123.02,2.24,38.38,44.19,0.0
1770501600,3,250.29,0.0,0.6,122.44,2.18,37.3,43.01,0.0
1770505200,3,251.42,0.0,0.63,120.67,2.13,36.61,42.27,0.0
1770508800,3,253.95,0.0,0.7,118.16,2.17,35.86,41.54,0.0
1770512400,3,253.52,0.0,0.73,116.4,2.32,34.63,40.3,0.0
1770516000,3,252.92,0.0,0.82,113.13,2.47,33.8,39.42,0.0
1770519600,3,250.74,0.03,0.98,111.3,2.62,33.57,39.15,0.0
1770523200,3,245.87,0.03,1.05,110.34,2.81,33.46,38.97,0.0
1770526800,3,240.08,0.04,1.0,110.57,2.9,33.41,38.8,0.0
1770530400,3,234.81,0.04,0.83,112.68,2.87,33.95,39.28,0.0
1770534000,3,232.96,0.05,0.63,115.56,2.72,35.35,40.71,0.0
1770537600,3,233.28,0.04,0.47,117.87,2.5,37.29,42.69,0.0
1770541200,3,233.95,0.04,0.39,119.12,2.28,39.28,44.71,0.0
1770544800,3,235.71,0.04,0.36,120.68,2.05,41.06,46.56,0.0
1770548400,3,236.62,0.03,0.38,121.21,1.83,41.69,47.25,0.0
1770552000,3,236.48,0.02,0.44,121.59,1.66,41.33,46.88,0.0
1770555600,3,234.89,0.0,0.52,121.88,1.54,40.3,45.84,0.0
1770559200,3,231.86,0.0,0.49,121.49,1.44,38.9,44.42,0.0
1770562800,3,229.16,0.0,0.45,120.8,1.36,37.71,43.31,0.0
1770566400,3,226.65,0.0,0.42,119.81,1.32,36.91,42.61,0.0
1770570000,3,225.2,0.0,0.41,118.82,1.28,36.62,42.37,0.0
1770573600,3,224.45,0.0,0.4,117.84,1.27,36.48,42.3,0.0
1770577200,3,222.61,0.0,0.41,116.23,1.24,36.31,42.27,0.0
1770580800,3,221.1,0.0,0.44,114.31,1.24,36.15,42.39,0.0
1770584400,3,219.41,0.0,0.45,114.19,1.27,36.02,42.57,0.0
1770588000,3,218.11,0.0,0.48,113.8,1.28,36.01,42.82,0.0
1770591600,3,217.55,0.0,0.5,112.06,1.23,36.14,43.15,0.0
1770595200,3,217.17,0.0,0.5,112.44,1.2,36.15,43.12,0.0
1770598800,3,217.52,0.0,0.47,113.44,1.23,35.77,42.35,0.0
1770602400,3,218.6,0.0,0.51,111.43,1.26,35.59,41.78,0.0
1770606000,3,220.39,0.0,0.58,110.7,1.31,35.47,41.35,0.0
1770609600,3,220.5,0.0,0.61,112.34,1.37,34.72,40.09,0.0
1770613200,3,220.85,0.01,0.63,111.74,1.34,33.71,38.63,0.0
1770616800,3,221.56,0.01,0.6,111.74,1.27,33.08,37.77,0.0
1770620400,3,221.44,0.01,0.41,115.46,1.05,31.88,36.37,0.0
1770624000,3,221.37,0.01,0.32,116.38,0.85,29.08,33.14,0.0
1770627600,3,222.01,0.01,0.29,116.41,0.74,26.35,29.97,0.0
1770631200,3,222.67,0.01,0.34,114.49,0.65,25.09,28.5,0.0
1770634800,3,222.85,0.0,0.44,111.46,0.62,24.72,28.17,0.0
1770638400,3,222.84,0.0,0.52,110.7,0.63,24.28,27.78,0.0
1770642000,3,224.18,0.0,0.55,111.79,0.65,23.91,27.54,0.0
1770645600,3,224.93,0.0,0.52,111.14,0.62,23.48,27.37,0.0
1770649200,3,225.5,0.0,0.46,111.76,0.58,22.95,27.08,0.0
1770652800,3,226.44,0.0,0.36,114.27,0.52,22.24,26.09,0.0
1770656400,3,225.99,0.0,0.35,112.73,0.5,21.84,25.8,0.0
1770660000,3,225.36,0.0,0.37,111.34,0.5,21.53,25.61,0.0
1770663600,3,224.37,0.0,0.38,110.18,0.83,21.05,24.73,0.0
1770667200,3,223.53,0.0,0.4,109.99,1.05,20.5,23.64,0.0
1770670800,3,222.87,0.0,0.4,110.64,1.13,19.98,22.71,0.0
1770674400,3,220.95,0.0,0.4,110.97,1.11,19.48,21.86,0.0
1770678000,3,221.51,0.0,0.41,110.68,1.04,19.18,21.3,0.0
1770681600,3,223.12,0.0,0.39,110.99,0.93,18.98,20.89,0.0
1770685200,3,226.71,0.0,0.27,114.66,0.63,19.3,21.03,0.0
1770688800,3,232.11,0.0,0.25,116.22,0.56,19.96,21.57,0.0
1770692400,3,236.63,0.0,0.29,116.87,0.59,20.52,21.98,0.0
1770696000,3,241.93,0.0,0.35,117.02,0.7,21.62,23.07,0.0
1770699600,3,248.71,0.01,0.5,116.21,0.94,23.59,25.22,0.0
1770703200,3,254.6,0.01,0.65,115.02,1.18,25.61,27.47,0.0
1770706800,3,256.13,0.01,0.66,114.54,1.21,26.38,28.31,0.0
1770710400,3,254.9,0.01,0.61,114.0,1.13,26.23,28.12,0.0
1770714000,3,254.02,0.02,0.55,113.39,1.04,25.99,27.83,0.0
1770717600,3,252.37,0.02,0.46,113.44,0.92,25.24,27.0,0.0
1770721200,3,248.56,0.0,0.48,112.4,0.78,23.71,25.38,0.0
1770724800,3,244.39,0.0,0.47,111.44,0.66,21.88,23.47,0.0
1770728400,3,241.39,0.0,0.43,111.13,0.56,20.1,21.63,0.0
1770732000,3,238.32,0.0,0.37,110.87,0.47,18.36,19.82,0.0
1770735600,3,235.95,0.0,0.33,110.54,0.39,16.73,18.14,0.0
1770739200,3,235.66,0.0,0.3,110.72,0.34,15.26,16.65,0.0
1770742800,3,239.94,0.0,0.31,112.1,0.33,14.34,15.81,0.0
1770746400,3,244.04,0.0,0.33,114.16,0.36,14.09,15.83,0.0
1770750000,3,247.6,0.0,0.36,116.08,0.58,14.26,16.19,0.0
1770753600,3,250.45,0.0,0.39,118.22,0.69,15.14,17.33,0.0
1770757200,3,252.96,0.0,0.43,120.53,0.76,16.94,19.5,0.0
1770760800,3,254.31,0.0,0.47,121.72,0.83,18.98,21.82,0.0
1770764400,3,255.54,0.0,0.52,122.11,1.0,21.0,24.1,0.0
1770768000,3,255.19,0.0,0.58,121.89,1.27,22.83,26.06,0.0
1770771600,3,253.22,0.0,0.63,120.21,1.55,24.45,27.87,0.0
1770775200,3,250.89,0.0,0.71,118.29,1.85,25.93,29.61,0.0
1770778800,3,248.56,0.01,0.9,116.3,2.13,27.32,31.13,0.0
1770782400,3,247.2,0.03,1.12,113.9,2.39,29.4,33.59,0.0
1770786000,3,246.3,0.05,1.2,112.67,2.56,31.54,36.15,0.0
1770789600,3,246.98,0.06,1.05,114.78,2.58,33.2,37.94,0.0
1770793200,3,248.22,0.06,0.82,117.88,2.38,33.69,38.16,0.0
1770796800,3,248.97,0.06,0.64,119.09,2.16,34.55,38.71,0.0
1770800400,3,249.71,0.06,0.55,120.3,1.99,36.21,40.19,0.0
1770804000,3,251.74,0.05,0.5,122.44,1.8,37.0,40.74,0.0
1770807600,3,252.79,0.05,0.53,122.95,1.58,36.22,39.71,0.0
1770811200,3,253.66,0.03,0.61,123.17,1.41,35.05,38.37,0.0
1770814800,3,255.54,0.01,0.72,124.35,1.39,34.98,38.39,0.0
1770818400,3,253.86,0.0,0.69,124.53,1.41,35.21,39.08,0.0
1770822000,3,249.55,0.0,0.63,124.27,1.42,35.42,40.28,0.0
1770825600,3,243.81,0.0,0.61,124.6,1.5,36.03,42.5,0.0
1770829200,3,237.34,0.0,0.61,125.83,1.65,37.09,45.67,0.0
1770832800,3,229.64,0.0,0.64,127.2,1.86,38.13,49.12,0.0
1770836400,3,222.21,0.0,0.65,128.23,2.06,38.57,51.65,0.0
1770840000,3,217.18,0.0,0.65,128.47,2.19,38.63,52.8,0.0
1770843600,3,216.54,0.0,0.66,128.86,2.36,39.0,53.52,0.0
1770847200,3,222.36,0.0,0.76,128.57,2.7,39.7,54.01,0.0
1770850800,3,229.2,0.0,0.88,126.7,3.11,40.34,54.19,0.0
1770854400,3,234.99,0.0,0.98,123.33,3.48,40.71,54.05,0.0
1770858000,3,237.47,0.0,1.01,120.26,3.67,40.87,53.52,0.0
1770861600,3,240.13,0.0,1.03,118.85,3.67,41.15,53.14,0.0
1770865200,3,243.16,0.02,1.15,118.57,3.57,41.47,52.73,0.0
1770868800,3,245.9,0.07,1.11,119.98,3.39,41.88,52.32,0.0
1770872400,3,249.78,0.07,0.94,123.38,3.16,42.91,52.78,0.0
1770876000,3,254.89,0.06,0.76,127.16,2.92,44.55,54.04,0.0
1770879600,3,259.9,0.05,0.64,129.82,2.65,46.27,55.16,0.0
1770883200,3,264.09,0.05,0.55,131.07,2.33,47.33,55.5,0.0
1770886800,3,267.03,0.05,0.49,132.17,2.07,47.85,55.42,0.0
1770890400,3,267.48,0.04,0.49,132.5,1.87,47.96,55.29,0.0
1770894000,3,264.9,0.04,0.52,132.2,1.7,47.64,55.02,0.0
1770897600,3,260.93,0.03,0.6,131.45,1.6,46.72,54.24,0.0
1770901200,3,257.84,0.01,0.68,131.25,1.6,45.89,53.57,0.0
1770904800,3,254.06,0.0,0.63,130.24,1.62,45.15,52.94,0.0
1770908400,3,251.68,0.0,0.55,129.37,1.61,44.3,52.1,0.0
1770912000,3,250.18,0.0,0.51,128.36,1.59,43.51,51.19,0.0
1770915600,3,249.03,0.0,0.49,127.5,1.57,42.77,50.16,0.0
1770919200,3,247.88,0.0,0.48,126.34,1.53,42.13,49.26,0.0
1770922800,3,246.66,0.0,0.46,124.84,1.47,41.59,48.58,0.0
1770926400,3,244.85,0.0,0.44,124.36,1.44,41.41,48.31,0.0
1770930000,3,243.74,0.0,0.41,124.78,1.48,41.87,48.69,0.0
1770933600,3,244.93,0.0,0.41,126.12,1.66,43.13,49.95,0.0
1770937200,3,248.61,0.0,0.42,127.62,1.95,44.94,51.84,0.0
1770940800,3,254.4,0.0,0.46,129.72,2.32,47.19,54.28,0.0
1770944400,3,263.12,0.0,0.52,131.59,2.83,49.92,57.32,0.0
1770948000,4,273.39,0.0,0.64,132.47,3.34,52.53,60.23,0.0
1770951600,4,281.4,0.01,0.85,131.99,3.75,54.45,62.33,0.0
1770955200,4,284.29,0.02,1.0,130.06,4.05,55.04,62.98,0.0
1770958800,4,282.76,0.04,1.01,128.5,4.22,55.02,63.09,0.0
1770962400,4,278.42,0.06,0.86,128.29,4.31,55.37,63.7,0.0
1770966000,4,274.02,0.07,0.64,129.42,4.27,57.3,65.88,0.0
1770969600,4,270.28,0.06,0.59,130.51,4.13,60.05,68.75,0.0
1770973200,4,268.46,0.06,0.58,131.3,3.95,62.47,71.2,0.0
1770976800,4,268.43,0.05,0.64,131.65,3.67,64.54,73.19,0.0
1770980400,4,269.13,0.04,0.76,130.51,3.3,65.59,74.24,0.0
1770984000,4,270.18,0.03,0.87,128.47,2.96,65.73,74.69,0.0
1770987600,4,271.0,0.01,0.95,126.95,2.67,65.21,74.57,0.0
1770991200,4,270.54,0.0,0.83,125.62,2.43,63.85,73.36,0.0
1770994800,4,267.97,0.0,0.69,125.5,2.25,61.89,71.2,0.0
1770998400,4,264.72,0.0,0.58,126.74,2.14,59.58,68.26,0.0
1771002000,4,262.18,0.0,0.52,126.18,1.98,58.06,66.64,0.0
1771005600,4,261.39,0.0,0.49,125.32,1.9,57.4,66.09,0.0
1771009200,4,260.08,0.0,0.46,124.46,1.88,56.57,64.63,0.0
1771012800,4,258.93,0.0,0.43,123.45,1.79,55.6,62.77,0.0
1771016400,4,258.66,0.0,0.4,123.34,1.71,55.41,62.06,0.0
1771020000,4,259.16,0.0,0.41,121.84,1.79,55.07,61.07,0.0
1771023600,4,260.61,0.0,0.43,120.29,1.86,54.82,60.28,0.0
1771027200,4,262.59,0.0,0.45,119.95,1.94,54.7,59.79,0.0
1771030800,4,262.81,0.0,0.45,119.6,1.9,54.42,59.21,0.0
1771034400,4,264.63,0.0,0.48,119.39,1.75,54.48,59.29,0.0
1771038000,4,267.51,0.01,0.54,120.54,1.55,54.43,59.46,0.0
1771041600,4,273.37,0.02,0.47,123.96,1.43,54.11,59.23,0.0
1771045200,4,278.33,0.03,0.44,124.65,1.43,54.12,59.59,0.0
1771048800,4,283.11,0.03,0.44,124.58,1.48,55.07,60.9,0.0
1771052400,4,286.55,0.03,0.41,124.32,1.49,56.38,62.68,0.0
1771056000,4,287.61,0.03,0.39,122.96,1.47,57.7,64.39,0.0
1771059600,4,288.3,0.04,0.38,121.08,1.45,58.87,65.75,0.0
1771063200,4,288.04,0.04,0.41,119.46,1.36,60.35,67.63,0.0
1771066800,4,285.75,0.04,0.48,117.36,1.26,61.9,70.05,0.0
1771070400,4,282.77,0.03,0.57,115.18,1.25,62.42,71.64,0.0
1771074000,4,280.62,0.01,0.68,113.06,1.29,62.39,72.65,0.0
1771077600,4,278.23,0.0,0.66,110.46,1.26,61.58,72.21,0.0
1771081200,4,274.62,0.0,0.6,109.13,1.27,60.15,70.66,0.0
1771084800,4,270.9,0.0,0.52,109.64,1.36,57.68,67.0,0.0
1771088400,4,268.48,0.0,0.49,109.35,1.39,56.05,64.83,0.0
1771092000,4,267.1,0.0,0.46,109.05,1.42,54.89,63.35,0.0
1771095600,4,265.62,0.0,0.45,108.26,1.56,53.54,61.18,0.0
1771099200,4,265.09,0.0,0.46,107.65,1.64,52.13,58.83,0.0
1771102800,4,264.04,0.0,0.46,106.96,1.67,50.97,56.84,0.0
1771106400,3,260.82,0.0,0.45,105.96,1.55,49.93,55.44,0.0
1771110000,3,257.03,0.0,0.44,105.47,1.44,49.07,54.59,0.0
1771113600,3,252.71,0.0,0.42,105.13,1.33,48.09,53.64,0.0
1771203600,3,264.51,0.0,0.4,108.62,0.61,28.16,31.35,0.13
1771207200,3,265.04,0.0,0.44,108.16,0.71,26.62,29.37,0.06
1771210800,3,264.51,0.0,0.58,108.69,0.94,27.8,30.58,0.01
1771214400,3,263.44,0.01,0.86,109.21,1.35,33.06,36.55,0.01
1771218000,3,263.41,0.03,1.22,110.1,1.92,41.49,46.19,0.01
1771221600,3,265.13,0.05,1.33,113.93,2.36,49.79,55.63,0.0
1771225200,4,266.45,0.07,1.06,120.21,2.53,56.59,63.25,0.0
